ID,Unvocalized,Vocalized,Root,Triliteral,Madhi,Mudhori,Amar
9959,امحى,اِمَّحَى,محي,0,اِمَّحَى,يَمَّحِي,اِمَّحِ
9960,التقى,اِلْتَقَى,لقي,0,اِلْتَقَى,يَلْتَقِي,اِلْتَقِ
9961,انتفى,اِنْتَفَى,نفي,0,اِنْتَفَى,يَنْتَفِي,اِنْتَفِ
9962,احتسى,اِحْتَسَى,حسي,0,اِحْتَسَى,يَحْتَسِي,اِحْتَسِ
9963,استلقى,اِسْتَلْقَى,لقي,0,اِسْتَلْقَى,يَسْتَلْقِي,اِسْتَلْقِ
9964,ارعوى,اِرْعَوَى,رعو,0,اِرْعَوَى,يَرْعَوِي,اِرْعَوِ
9965,ارتقى,اِرْتَقَى,رقي,0,اِرْتَقَى,يَرْتَقِي,اِرْتَقِ
9966,ارتمى,اِرْتَمَى,رمي,0,اِرْتَمَى,يَرْتَمِي,اِرْتَمِ
9967,ابتنى,اِبْتَنَى,بني,0,اِبْتَنَى,يَبْتَنِي,اِبْتَنِ
9968,استخفى,اِسْتَخْفَى,خفي,0,اِسْتَخْفَى,يَسْتَخْفِي,اِسْتَخْفِ
9969,انطوى,اِنْطَوَى,طوي,0,اِنْطَوَى,يَنْطَوِي,اِنْطَوِ
9970,اصطفى,اِصْطَفَى,صفو,0,اِصْطَفَى,يَصْطَفِي,اِصْطَفِ
9971,استقى,اِسْتَقَى,سقي,0,اِسْتَقَى,يَسْتَقِي,اِسْتَقِ
9972,استرضى,اِسْتَرْضَى,رضي,0,اِسْتَرْضَى,يَسْتَرْضِي,اِسْتَرْضِ
9973,استولى,اِسْتَوْلَى,ولي,0,اِسْتَوْلَى,يَسْتَوْلِي,اِسْتَوْلِ
9974,استوحى,اِسْتَوْحَى,وحي,0,اِسْتَوْحَى,يَسْتَوْحِي,اِسْتَوْحِ
9975,اعترى,اِعْتَرَى,عري,0,اِعْتَرَى,يَعْتَرِي,اِعْتَرِ
9976,ازدهى,اِزْدَهَى,زهو,0,اِزْدَهَى,يَزْدَهِي,اِزْدَهِ
9977,انزوى,اِنْزَوَى,زوي,0,اِنْزَوَى,يَنْزَوِي,اِنْزَوِ
9978,انحنى,اِنْحَنَى,حنو,0,اِنْحَنَى,يَنْحَنِي,اِنْحَنِ
9979,ارتوى,اِرْتَوَى,روي,0,اِرْتَوَى,يَرْتَوِي,اِرْتَوِ
9980,ادعى,اِدَّعَى,دعو,0,اِدَّعَى,يَدَّعِي,اِدَّعِ
9981,استثنى,اِسْتَثْنَى,ثني,0,اِسْتَثْنَى,يَسْتَثْنِي,اِسْتَثْنِ
9982,انتهى,اِنْتَهَى,نهي,0,اِنْتَهَى,يَنْتَهِي,اِنْتَهِ
9983,احتوى,اِحْتَوَى,حوي,0,اِحْتَوَى,يَحْتَوِي,اِحْتَوِ
9984,احتفى,اِحْتَفَى,حفو,0,اِحْتَفَى,يَحْتَفِي,اِحْتَفِ
9985,احلولى,اِحْلَوْلَى,حلو,0,اِحْلَوْلَى,يَحْلَوْلِي,اِحْلَوْلِ
9986,استرخى,اِسْتَرْخَى,رخو,0,اِسْتَرْخَى,يَسْتَرْخِي,اِسْتَرْخِ
9987,استشفى,اِسْتَشْفَى,شفي,0,اِسْتَشْفَى,يَسْتَشْفِي,اِسْتَشْفِ
9988,اشتهى,اِشْتَهَى,شهي,0,اِشْتَهَى,يَشْتَهِي,اِشْتَهِ
9989,انشوى,اِنْشَوَى,شوي,0,اِنْشَوَى,يَنْشَوِي,اِنْشَوِ
9990,ازدرى,اِزْدَرَى,زري,0,اِزْدَرَى,يَزْدَرِي,اِزْدَرِ
9991,احتمى,اِحْتَمَى,حمي,0,اِحْتَمَى,يَحْتَمِي,اِحْتَمِ
9992,انقضى,اِنْقَضَى,قضي,0,اِنْقَضَى,يَنْقَضِي,اِنْقَضِ
9993,اجلولى,اِجْلَوْلَى,جلو,0,اِجْلَوْلَى,يَجْلَوْلِي,اِجْلَوْلِ
9994,انجلى,اِنْجَلَى,جلي,0,اِنْجَلَى,يَنْجَلِي,اِنْجَلِ
9995,انتدى,اِنْتَدَى,ندو,0,اِنْتَدَى,يَنْتَدِي,اِنْتَدِ
9996,التهى,اِلْتَهَى,لهو,0,اِلْتَهَى,يَلْتَهِي,اِلْتَهِ
9997,التوى,اِلْتَوَى,لوي,0,اِلْتَوَى,يَلْتَوِي,اِلْتَوِ
9998,اجتنى,اِجْتَنَى,جني,0,اِجْتَنَى,يَجْتَنِي,اِجْتَنِ
9999,استوى,اِسْتَوَى,سوي,0,اِسْتَوَى,يَسْتَوِي,اِسْتَوِ
10000,استعدى,اِسْتَعْدَى,عدي,0,اِسْتَعْدَى,يَسْتَعْدِي,اِسْتَعْدِ
10001,اكتفى,اِكْتَفَى,كفي,0,اِكْتَفَى,يَكْتَفِي,اِكْتَفِ
10002,استهوى,اِسْتَهْوَى,هوي,0,اِسْتَهْوَى,يَسْتَهْوِي,اِسْتَهْوِ
10003,انتحى,اِنْتَحَى,نحي,0,اِنْتَحَى,يَنْتَحِي,اِنْتَحِ
10004,استنجى,اِسْتَنْجَى,نجو,0,اِسْتَنْجَى,يَسْتَنْجِي,اِسْتَنْجِ
10005,امتطى,اِمْتَطَى,مطي,0,اِمْتَطَى,يَمْتَطِي,اِمْتَطِ
10006,انمحى,اِنْمَحَى,محي,0,اِنْمَحَى,يَنْمَحِي,اِنْمَحِ
10007,انثنى,اِنْثَنَى,ثني,0,اِنْثَنَى,يَنْثَنِي,اِنْثَنِ
10008,اكتوى,اِكْتَوَى,كوي,0,اِكْتَوَى,يَكْتَوِي,اِكْتَوِ
10009,استرعى,اِسْتَرْعَى,رعي,0,اِسْتَرْعَى,يَسْتَرْعِي,اِسْتَرْعِ
10010,انسلى,اِنْسَلَى,سلو,0,اِنْسَلَى,يَنْسَلِي,اِنْسَلِ
10011,اختلى,اِخْتَلَى,خلو،خلي,0,اِخْتَلَى,يَخْتَلِي,اِخْتَلِ
10012,اشتكى,اِشْتَكَى,شكو,0,اِشْتَكَى,يَشْتَكِي,اِشْتَكِ
10013,استسقى,اِسْتَسْقَى,سقي,0,اِسْتَسْقَى,يَسْتَسْقِي,اِسْتَسْقِ
10014,ارتضى,اِرْتَضَى,رضي,0,اِرْتَضَى,يَرْتَضِي,اِرْتَضِ
10015,ابتغى,اِبْتَغَى,بغي,0,اِبْتَغَى,يَبْتَغِي,اِبْتَغِ
10016,استقصى,اِسْتَقْصَى,قصي,0,اِسْتَقْصَى,يَسْتَقْصِي,اِسْتَقْصِ
10017,اعتدى,اِعْتَدَى,عدو,0,اِعْتَدَى,يَعْتَدِي,اِعْتَدِ
10018,ارتشى,اِرْتَشَى,رشو,0,اِرْتَشَى,يَرْتَشِي,اِرْتَشِ
10019,ارتخى,اِرْتَخَى,رخي,0,اِرْتَخَى,يَرْتَخِي,اِرْتَخِ
10020,احتذى,اِحْتَذَى,حذو,0,اِحْتَذَى,يَحْتَذِي,اِحْتَذِ
10021,اعتلى,اِعْتَلَى,علي,0,اِعْتَلَى,يَعْتَلِي,اِعْتَلِ
10022,استبقى,اِسْتَبْقَى,بقي,0,اِسْتَبْقَى,يَسْتَبْقِي,اِسْتَبْقِ
10023,استعلى,اِسْتَعْلَى,علو,0,اِسْتَعْلَى,يَسْتَعْلِي,اِسْتَعْلِ
10024,استعطى,اِسْتَعْطَى,عطو,0,اِسْتَعْطَى,يَسْتَعْطِي,اِسْتَعْطِ
10025,اجتبى,اِجْتَبَى,جبي,0,اِجْتَبَى,يَجْتَبِي,اِجْتَبِ
10026,انبرى,اِنْبَرَى,بري,0,اِنْبَرَى,يَنْبَرِي,اِنْبَرِ
10027,اكتسى,اِكْتَسَى,كسي,0,اِكْتَسَى,يَكْتَسِي,اِكْتَسِ
10028,استغلى,اِسْتَغْلَى,غلو,0,اِسْتَغْلَى,يَسْتَغْلِي,اِسْتَغْلِ
10029,استقرى,اِسْتَقْرَى,قرو،قري,0,اِسْتَقْرَى,يَسْتَقْرِي,اِسْتَقْرِ
10030,اصطلى,اِصْطَلَى,صلي,0,اِصْطَلَى,يَصْطَلِي,اِصْطَلِ
10031,استجدى,اِسْتَجْدَى,جدو,0,اِسْتَجْدَى,يَسْتَجْدِي,اِسْتَجْدِ
10032,استوفى,اِسْتَوْفَى,وفي,0,اِسْتَوْفَى,يَسْتَوْفِي,اِسْتَوْفِ
10033,انتفى,اِنْتَفَى,نفي,0,اِنْتَفَى,يَنْتَفِي,اِنْتَفِ
10034,اختفى,اِخْتَفَى,خفي,0,اِخْتَفَى,يَخْتَفِي,اِخْتَفِ
10035,احتبى,اِحْتَبَى,حبي,0,اِحْتَبَى,يَحْتَبِي,اِحْتَبِ
10036,استوصى,اِسْتَوْصَى,وصي,0,اِسْتَوْصَى,يَسْتَوْصِي,اِسْتَوْصِ
10037,استعصى,اِسْتَعْصَى,عصي,0,اِسْتَعْصَى,يَسْتَعْصِي,اِسْتَعْصِ
10038,انتشى,اِنْتَشَى,نشو,0,اِنْتَشَى,يَنْتَشِي,اِنْتَشِ
10039,انتجى,اِنْتَجَى,نجو,0,اِنْتَجَى,يَنْتَجِي,اِنْتَجِ
10040,اغتنى,اِغْتَنَى,غني,0,اِغْتَنَى,يَغْتَنِي,اِغْتَنِ
10041,اقتضى,اِقْتَضَى,قضي,0,اِقْتَضَى,يَقْتَضِي,اِقْتَضِ
10042,استغنى,اِسْتَغْنَى,غني,0,اِسْتَغْنَى,يَسْتَغْنِي,اِسْتَغْنِ
10043,اقتدى,اِقْتَدَى,قدي,0,اِقْتَدَى,يَقْتَدِي,اِقْتَدِ
10044,اكترى,اِكْتَرَى,كري,0,اِكْتَرَى,يَكْتَرِي,اِكْتَرِ
10045,التظى,اِلْتَظَى,لظي,0,اِلْتَظَى,يَلْتَظِي,اِلْتَظِ
10046,افتدى,اِفْتَدَى,فدي,0,اِفْتَدَى,يَفْتَدِي,اِفْتَدِ
10047,اتقى,اِتَّقَى,وقي,0,اِتَّقَى,يَتَّقِي,اِتَّقِ
10048,انضوى,اِنْضَوَى,ضوي,0,اِنْضَوَى,يَنْضَوِي,اِنْضَوِ
10049,انتمى,اِنْتَمَى,نمي,0,اِنْتَمَى,يَنْتَمِي,اِنْتَمِ
10050,استشرى,اِسْتَشْرَى,شري,0,اِسْتَشْرَى,يَسْتَشْرِي,اِسْتَشْرِ
10051,اكتلى,اِكْتَلَى,كلي,0,اِكْتَلَى,يَكْتَلِي,اِكْتَلِ
10052,اهتدى,اِهْتَدَى,هدي,0,اِهْتَدَى,يَهْتَدِي,اِهْتَدِ
10053,انهوى,اِنْهَوَى,هوي,0,اِنْهَوَى,يَنْهَوِي,اِنْهَوِ
10054,اشترى,اِشْتَرَى,شري,0,اِشْتَرَى,يَشْتَرِي,اِشْتَرِ
10055,اقتنى,اِقْتَنَى,قني,0,اِقْتَنَى,يَقْتَنِي,اِقْتَنِ
10056,استجلى,اِسْتَجْلَى,جلو,0,اِسْتَجْلَى,يَسْتَجْلِي,اِسْتَجْلِ
10057,ارتدى,اِرْتَدَى,ردي,0,اِرْتَدَى,يَرْتَدِي,اِرْتَدِ
10058,استدعى,اِسْتَدْعَى,دعو,0,اِسْتَدْعَى,يَسْتَدْعِي,اِسْتَدْعِ
10059,افترى,اِفْتَرَى,فري,0,اِفْتَرَى,يَفْتَرِي,اِفْتَرِ
10060,استفتى,اِسْتَفْتَى,فتو,0,اِسْتَفْتَى,يَسْتَفْتِي,اِسْتَفْتِ
10061,انتقى,اِنْتَقَى,نقي,0,اِنْتَقَى,يَنْتَقِي,اِنْتَقِ
10062,اقتفى,اِقْتَفَى,قفو,0,اِقْتَفَى,يَقْتَفِي,اِقْتَفِ
10063,انطلى,اِنْطَلَى,طلي,0,اِنْطَلَى,يَنْطَلِي,اِنْطَلِ
10064,ابتلى,اِبْتَلَى,بلي,0,اِبْتَلَى,يَبْتَلِي,اِبْتَلِ
10065,حرى,حَرَى,حري,1,حَرَى,يَحْرِي,اِحْرِ
10066,حصى,حَصَى,حصي,1,حَصَى,يَحْصِي,اِحْصِ
10067,درى,دَرَى,دري,1,دَرَى,يَدْرِي,اِدْرِ
10068,ذمى,ذَمَى,ذمي,1,ذَمَى,يَذْمِي,اِذْمِ
10069,بغى,بَغَى,بغي,1,بَغَى,يَبْغِي,اِبْغِ
10070,سدى,سَدَى,سدي,1,سَدَى,يَسْدِي,اِسْدِ
10071,حذى,حَذَى,حذي,1,حَذَى,يَحْذِي,اِحْذِ
10072,حلى,حَلَى,حلي,1,حَلَى,يَحْلِي,اِحْلِ
10073,سقى,سَقَى,سقي,1,سَقَى,يَسْقِي,اِسْقِ
10074,جلى,جَلَى,جلي,1,جَلَى,يَجْلِي,اِجْلِ
10075,شرى,شَرَى,شري,1,شَرَى,يَشْرِي,اِشْرِ
10076,ثنى,ثَنَى,ثني,1,ثَنَى,يَثْنِي,اِثْنِ
10077,رمى,رَمَى,رمي,1,رَمَى,يَرْمِي,اِرْمِ
10078,رقى,رَقَى,رقي,1,رَقَى,يَرْقِي,اِرْقِ
10079,خفى,خَفَى,خفي,1,خَفَى,يَخْفِي,اِخْفِ
10080,روى,رَوَى,روي,1,رَوَى,يَرْوِي,اِرْوِ
10081,شفى,شَفَى,شفي,1,شَفَى,يَشْفِي,اِشْفِ
10082,محى,مَحَى,محي,1,مَحَى,يَمْحِي,اِمْحِ
10083,كمى,كَمَى,كمي,1,كَمَى,يَكْمِي,اِكْمِ
10084,سبى,سَبَى,سبي,1,سَبَى,يَسْبِي,اِسْبِ
10085,عمى,عَمَى,عمي,1,عَمَى,يَعْمِي,اِعْمِ
10086,زرى,زَرَى,زري,1,زَرَى,يَزْرِي,اِزْرِ
10087,نمى,نَمَى,نمي,1,نَمَى,يَنْمِي,اِنْمِ
10088,زنى,زَنَى,زني,1,زَنَى,يَزْنِي,اِزْنِ
10089,هدى,هَدَى,هدي,1,هَدَى,يَهْدِي,اِهْدِ
10090,سرى,سَرَى,سري,1,سَرَى,يَسْرِي,اِسْرِ
10091,ردى,رَدَى,ردي,1,رَدَى,يَرْدِي,اِرْدِ
10092,هوى,هَوَى,هوي,1,هَوَى,يَهْوِي,اِهْوِ
10093,هوى,هَوَى,هوي,1,هَوَى,يَهْوِي,اِهْوِ
10094,حنى,حَنَى,حني,1,حَنَى,يَحْنِي,اِحْنِ
10095,جبى,جَبَى,جبي,1,جَبَى,يَجْبِي,اِجْبِ
10096,جرى,جَرَى,جري,1,جَرَى,يَجْرِي,اِجْرِ
10097,مضى,مَضَى,مضي,1,مَضَى,يَمْضِي,اِمْضِ
10098,غلى,غَلَى,غلي,1,غَلَى,يَغْلِي,اِغْلِ
10099,بكى,بَكَى,بكي,1,بَكَى,يَبْكِي,اِبْكِ
10100,كرى,كَرَى,كري,1,كَرَى,يَكْرِي,اِكْرِ
10101,هذى,هَذَى,هذي,1,هَذَى,يَهْذِي,اِهْذِ
10102,ذكا,ذَكَا,ذكو,1,ذَكَا,يَذْكِوُ,اِذْكِ
10103,فلى,فَلَى,فلي,1,فَلَى,يَفْلِي,اِفْلِ
10104,قرى,قَرَى,قري,1,قَرَى,يَقْرِي,اِقْرِ
10105,بنى,بَنَى,بني,1,بَنَى,يَبْنِي,اِبْنِ
10106,حمى,حَمَى,حمي,1,حَمَى,يَحْمِي,اِحْمِ
10107,حمى,حَمَى,حمي,1,حَمَى,يَحْمِي,اِحْمِ
10108,قذى,قَذَى,قذي,1,قَذَى,يَقْذِي,اِقْذِ
10109,خصى,خَصَى,خصي,1,خَصَى,يَخْصِي,اِخْصِ
10110,طلى,طَلَى,طلي,1,طَلَى,يَطْلِي,اِطْلِ
10111,ثوى,ثَوَى,ثوي,1,ثَوَى,يَثْوِي,اِثْوِ
10112,بغى,بَغَى,بغي,1,بَغَى,يَبْغِي,اِبْغِ
10113,حكى,حَكَى,حكي,1,حَكَى,يَحْكِي,اِحْكِ
10114,ضوى,ضَوَى,ضوي,1,ضَوَى,يَضْوِي,اِضْوِ
10115,نكى,نَكَى,نكي,1,نَكَى,يَنْكِي,اِنْكِ
10116,لوى,لَوَى,لوي,1,لَوَى,يَلْوِي,اِلْوِ
10117,تلى,تَلَى,تلي,1,تَلَى,يَتْلِي,اِتْلِ
10118,لمى,لَمَى,لمي,1,لَمَى,يَلْمِي,اِلْمِ
10119,كفى,كَفَى,كفي,1,كَفَى,يَكْفِي,اِكْفِ
10120,حوى,حَوَى,حوي,1,حَوَى,يَحْوِي,اِحْوِ
10121,قضى,قَضَى,قضي,1,قَضَى,يَقْضِي,اِقْضِ
10122,خزى,خَزَى,خ زي,1,خَزَى,يَخْزِي,اِخْزِ
10123,طوى,طَوَى,طوي,1,طَوَى,يَطْوِي,اِطْوِ
10124,جزى,جَزَى,جزي,1,جَزَى,يَجْزِي,اِجْزِ
10125,قلى,قَلَى,قلي,1,قَلَى,يَقْلِي,اِقْلِ
10126,زفى,زَفَى,زفي,1,زَفَى,يَزْفِي,اِزْفِ
10127,مضى,مَضَى,مضي,1,مَضَى,يَمْضِي,اِمْضِ
10128,شوى,شَوَى,شوي,1,شَوَى,يَشْوِي,اِشْوِ
10129,صلى,صَلَى,صلي,1,صَلَى,يَصْلِي,اِصْلِ
10130,كوى,كَوَى,كوي,1,كَوَى,يَكْوِي,اِكْوِ
10131,هوى,هَوَى,هوي,1,هَوَى,يَهْوِي,اِهْوِ
10132,هوى,هَوَى,هوي,1,هَوَى,يَهْوِي,اِهْوِ
10133,نوى,نَوَى,نوي,1,نَوَى,يَنْوِي,اِنْوِ
10134,قنى,قَنَى,قني,1,قَنَى,يَقْنِي,اِقْنِ
10135,كنى,كَنَى,كني,1,كَنَى,يَكْنِي,اِكْنِ
10136,نفى,نَفَى,نفي,1,نَفَى,يَنْفِي,اِنْفِ
10137,نضى,نَضَى,نضي,1,نَضَى,يَنْضِي,اِنْضِ
10138,رثى,رَثَى,رثي,1,رَثَى,يَرْثِي,اِرْثِ
10139,لوى,لَوَى,لوي,1,لَوَى,يَلْوِي,اِلْوِ
10140,قلى,قَلَى,قلي,1,قَلَى,يَقْلِي,اِقْلِ
10141,مشى,مَشَى,مشي,1,مَشَى,يَمْشِي,اِمْشِ
10142,منى,مَنَى,مني,1,مَنَى,يَمْنِي,اِمْنِ
10143,فرى,فَرَى,فري,1,فَرَى,يَفْرِي,اِفْرِ
10144,فصى,فَصَى,فصي,1,فَصَى,يَفْصِي,اِفْصِ
10145,قرى,قَرَى,قري,1,قَرَى,يَقْرِي,اِقْرِ
10146,فدى,فَدَى,فدي,1,فَدَى,يَفْدِي,اِفْدِ
10147,عصى,عَصَى,عصي,1,عَصَى,يَعْصِي,اِعْصِ
10148,على,عَلَى,علي,1,عَلَى,يَعْلِي,اِعْلِ
10149,خوى,خَوَى,خوي,1,خَوَى,يَخْوِي,اِخْوِ
10150,دوى,دَوَى,دوي,1,دَوَى,يَدْوِي,اِدْوِ
10151,عوى,عَوَى,عوي,1,عَوَى,يَعْوِي,اِعْوِ
10152,هوى,هَوَى,هوي,1,هَوَى,يَهْوِي,اِهْوِ
10153,عنى,عَنَى,عني,1,عَنَى,يَعْنِي,اِعْنِ
10154,عنى,عَنَى,عني,1,عَنَى,يَعْنِي,اِعْنِ
10155,عنى,عَنَى,عني,1,عَنَى,يَعْنِي,اِعْنِ
10156,عوى,عَوَى,عوي,1,عَوَى,يَعْوِي,اِعْوِ
10157,بغى,بَغَى,بغي,1,بَغَى,يَبْغِي,اِبْغِ
10158,غفي,غَفِيَ,غفو,1,غَفِيَ,يَغْفِي,اِغْفِ
10159,عرى,عَرَى,عري,1,عَرَى,يَعْرِي,اِعْرِ
10160,حمى,حَمَى,حمي,1,حَمَى,يَحْمِي,اِحْمِ
10161,همى,هَمَى,همو,1,هَمَى,يَهْمِي,اِهْمِ
10162,نحى,نَحَى,نحي,1,نَحَى,يَنْحِي,اِنْحِ
10163,جنى,جَنَى,جني,1,جَنَى,يَجْنِي,اِجْنِ
10164,برى,بَرَى,بري,1,بَرَى,يَبْرِي,اِبْرِ
10165,روى,رَوَى,روي,1,رَوَى,يَرْوِي,اِرْوِ
10166,زوى,زَوَى,زوي,1,زَوَى,يَزْوِي,اِزْوِ
10167,ذوى,ذَوَى,ذوي,1,ذَوَى,يَذْوِي,اِذْوِ
10168,مسى,مَسَى,مسي,1,مَسَى,يَمْسِي,اِمْسِ
10169,نغى,نَغَى,نغي,1,نَغَى,يَنْغِي,اِنْغِ
10170,نوى,نَوَى,نوي,1,نَوَى,يَنْوِي,اِنْوِ
10171,كنى,كَنَى,كني,1,كَنَى,يَكْنِي,اِكْنِ
10172,سعى,سَعَى,سعي,1,سَعَى,يَسْعِي,اِسْعِ
10173,رعى,رَعَى,رعي,1,رَعَى,يَرْعِي,اِرْعِ
10174,لحى,لَحَى,لحي,1,لَحَى,يَلْحِي,اِلْحِ
10175,طغى,طَغَى,طغي,1,طَغَى,يَطْغِي,اِطْغِ
10176,سعى,سَعَى,سعي,1,سَعَى,يَسْعِي,اِسْعِ
10177,نعى,نَعَى,نعي,1,نَعَى,يَنْعِي,اِنْعِ
10178,مهى,مَهَى,مهي,1,مَهَى,يَمْهِي,اِمْهِ
10179,دهى,دَهَى,دهي,1,دَهَى,يَدْهِي,اِدْهِ
10180,نهى,نَهَى,نهي,1,نَهَى,يَنْهِي,اِنْهِ
10181,سعى,سَعَى,سعي,1,سَعَى,يَسْعِي,اِسْعِ
10182,رعى,رَعَى,رعي,1,رَعَى,يَرْعِي,اِرْعِ
10183,سحى,سَحَى,سحي,1,سَحَى,يَسْحِي,اِسْحِ
10184,جلي,جَلِيَ,جلي,1,جَلِيَ,يَجْلِي,اِجْلِ
10185,جوي,جَوِيَ,جوي,1,جَوِيَ,يَجْوِي,اِجْوِ
